"カード名","マナコスト","タイプ","テキスト","オラクル","Ｐ／Ｔ","忠誠度","フレーバ","イラスト","セット等","再録"
"模範操縦士、デパラ/Depala, Pilot Exemplar （もはんそうじゅうしでぱら） ","(１)(赤)(白)","伝説のクリーチャー — ドワーフ(Dwarf)・操縦士(Pilot) ","あなたがコントロールする他のドワーフ(Dwarf)は+1/+1の修整を受ける。あなたがコントロールする各機体(Vehicle)はそれぞれ、それがクリーチャーであるかぎり+1/+1の修整を受ける。模範操縦士、デパラがタップ状態になるたび、あなたは(Ｘ)を支払ってもよい。そうしたなら、あなたのライブラリーの一番上からカードをＸ枚公開し、その中からすべてのドワーフ・カードと機体カードをあなたの手札に加え、その後残りをあなたのライブラリーの一番下に無作為の順番で置く。","Other Dwarves you control get +1/+1.Each Vehicle you control gets +1/+1 as long as it's a creature.Whenever Depala, Pilot Exemplar becomes tapped, you may pay {X}. If you do, reveal the top X cards of your library, put all Dwarf and Vehicle cards from among them into your hand, then put the rest on the bottom of your library in a random order.",3/3,-,,"Greg Opalinski","レア, カラデシュ (178/264) ",-
"ドビン・バーン/Dovin Baan （どびんばーん） ","(２)(白)(青)","プレインズウォーカー — ドビン(Dovin) ","[+1]：クリーチャー最大１体を対象とする。あなたの次のターンまで、それは-3/-0の修整を受けるとともにそれの起動型能力は起動できない。[-1]：あなたは２点のライフを得て、カードを１枚引く。[-7]：あなたは「対戦相手は、自分のアンタップ・ステップ中に、パーマネントを最大２つしかアンタップできない。」を持つ紋章を得る。","+1: Until your next turn, up to one target creature gets -3/-0 and its activated abilities can't be activated.-1: You gain 2 life and draw a card.-7: You get an emblem with ""Your opponents can't untap more than two permanents during their untap steps.""",-,3,,"Tyler Jacobson","神話レア, カラデシュ (179/264) ",-
"崇高な飛行士/Empyreal Voyager （すうこうなひこうし） ","(１)(緑)(青)","クリーチャー — ヴィダルケン(Vedalken)・スカウト(Scout) ","飛行、トランプル崇高な飛行士がプレイヤー１人に戦闘ダメージを与えるたび、あなたはその点数に等しい数の(Ｅ)（エネルギー・カウンター）を得る。","Flying, trampleWhenever Empyreal Voyager deals combat damage to a player, you get that many {E} (energy counters).",2/3,-,,"David Gaillet","アンコモン, カラデシュ (180/264) ",-
"品種改良の力/Engineered Might （ひんしゅかいりょうのちから） ","(３)(緑)(白)","ソーサリー ","以下から１つを選ぶ。・クリーチャー１体を対象とする。ターン終了時まで、それは+5/+5の修整を受けるとともにトランプルを得る。・ターン終了時まで、あなたがコントロールするクリーチャーは+2/+2の修整を受けるとともに警戒を得る。","Choose one ---• Target creature gets +5/+5 and gains trample until end of turn.• Creatures you control get +2/+2 and gain vigilance until end of turn.",-,-,,"Lake Hurwitz","アンコモン, カラデシュ (181/264) ",-
"危険な状況/Hazardous Conditions （きけんなじょうきょう） ","(２)(黒)(緑)","ソーサリー ","ターン終了時まで、カウンターが置かれていないクリーチャーは-2/-2の修整を受ける。","Creatures with no counters on them get -2/-2 until end of turn.",-,-,,"Anastasia Ovchinnikova","アンコモン, カラデシュ (182/264) ",-
"配分の領事、カンバール/Kambal, Consul of Allocation （はいぶんのりょうじかんばーる） ","(１)(白)(黒)","伝説のクリーチャー — 人間(Human)・アドバイザー(Advisor) ","対戦相手がクリーチャーでない呪文を１つ唱えるたび、そのプレイヤーは２点のライフを失い、あなたは２点のライフを得る。","Whenever an opponent casts a noncreature spell, that player loses 2 life and you gain 2 life.",2/3,-,,"Vincent Proce","レア, カラデシュ (183/264) ",-
"永遠の造り手、ラシュミ/Rashmi, Eternities Crafter （えいえんのつくりてらしゅみ） ","(２)(緑)(青)","伝説のクリーチャー — エルフ(Elf)・ドルイド(Druid) ","あなたが各ターンのあなたの１つ目の呪文を唱えるたび、あなたのライブラリーの一番上のカードを公開する。それが、その呪文よりも点数で見たマナ・コストが小さい、土地でないカードであるなら、あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。その公開したカードを唱えないなら、それをあなたの手札に加える。","Whenever you cast your first spell each turn, reveal the top card of your library. If it's a nonland card with converted mana cost less than that spell's, you may cast it without paying its mana cost. If you don't cast the revealed card, put it into your hand.",2/3,-,,"Magali Villeneuve","神話レア, カラデシュ (184/264) ",-
"機械修復職人/Restoration Gearsmith （きかいしゅうふくしょくにん） ","(２)(白)(黒)","クリーチャー — 人間(Human)・工匠(Artificer) ","機械修復職人が戦場に出たとき、あなたの墓地からアーティファクト・カード１枚かクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。","When Restoration Gearsmith enters the battlefield, return target artifact or creature card from your graveyard to your hand.",3/3,-,,"John Severin Brassell","アンコモン, カラデシュ (185/264) ",-
"サヒーリ・ライ/Saheeli Rai （さひーりらい） ","(１)(青)(赤)","プレインズウォーカー — サヒーリ(Saheeli) ","[+1]：占術１を行う。サヒーリ・ライは各対戦相手にそれぞれ１点のダメージを与える。[-2]：あなたがコントロールするアーティファクト１つかクリーチャー１体を対象とし、それの他のタイプに加えてアーティファクトであることを除き、それのコピーであるトークンを１つ生成する。そのトークンは速攻を得る。次の終了ステップの開始時に、それを追放する。[-7]：あなたのライブラリーから異なる名前のアーティファクト・カード最大３枚を探し、それらを戦場に出し、その後あなたのライブラリーを切り直す。","+1: Scry 1. Saheeli Rai deals 1 damage to each opponent.-2: Create a token that's a copy of target artifact or creature you control, except it's an artifact in addition to its other types. That token gains haste. Exile it at the beginning of the next end step.-7: Search your library for up to three artifact cards with different names, put them onto the battlefield, then shuffle your library.",-,3,,"Willian Murai","神話レア, カラデシュ (186/264) ",-
"無許可の分解/Unlicensed Disintegration （むきょかのぶんかい） ","(１)(黒)(赤)","インスタント ","クリーチャー１体を対象とし、それを破壊する。あなたがアーティファクトをコントロールしているなら、無許可の分解はそのクリーチャーのコントローラーに３点のダメージを与える。","Destroy target creature. If you control an artifact, Unlicensed Disintegration deals 3 damage to that creature's controller.",-,-,,Izzy,"アンコモン, カラデシュ (187/264) ",-
"経験豊富な操縦者/Veteran Motorist （けいけんほうふなそうじゅうしゃ） ","(赤)(白)","クリーチャー — ドワーフ(Dwarf)・操縦士(Pilot) ","経験豊富な操縦者が戦場に出たとき、占術２を行う。経験豊富な操縦者が機体(Vehicle)１つに搭乗するたび、ターン終了時まで、その機体は+1/+1の修整を受ける。","When Veteran Motorist enters the battlefield, scry 2.Whenever Veteran Motorist crews a Vehicle, that Vehicle gets +1/+1 until end of turn.",3/1,-,,"Christopher Moeller","アンコモン, カラデシュ (188/264) ",-
"通電の喧嘩屋/Voltaic Brawler （つうでんのけんかや） ","(赤)(緑)","クリーチャー — 人間(Human)・戦士(Warrior) ","通電の喧嘩屋が戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。通電の喧嘩屋が攻撃するたび、あなたは(Ｅ)を支払ってもよい。そうしたなら、ターン終了時まで、これは+1/+1の修整を受けるとともにトランプルを得る。","When Voltaic Brawler enters the battlefield, you get {E}{E} (two energy counters).Whenever Voltaic Brawler attacks, you may pay {E}. If you do, it gets +1/+1 and gains trample until end of turn.",3/2,-,,"Raymond Swanland","アンコモン, カラデシュ (189/264) ",-
"つむじ風の巨匠/Whirler Virtuoso （つむじかぜのきょしょう） ","(１)(青)(赤)","クリーチャー — ヴィダルケン(Vedalken)・工匠(Artificer) ","つむじ風の巨匠が戦場に出たとき、あなたは(Ｅ)(Ｅ)(Ｅ)（エネルギー・カウンター３個）を得る。(Ｅ)(Ｅ)(Ｅ)を支払う：飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを１体生成する。","When Whirler Virtuoso enters the battlefield, you get {E}{E}{E} (three energy counters).Pay {E}{E}{E}: Create a 1/1 colorless Thopter artifact creature token with flying.",2/3,-,,"Lake Hurwitz","アンコモン, カラデシュ (190/264) ",-
"成し遂げた自動機械/Accomplished Automaton （なしとげたじどうきかい） ","(７)","アーティファクト・クリーチャー — 構築物(Construct) ","製造１（このクリーチャーが戦場に出たとき、これの上に+1/+1カウンターを１個置くか、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを１体生成する。）","Fabricate 1 （When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.）",5/7,-,,Daarken,"コモン, カラデシュ (191/264) ",-
"霊気貯蔵器/Aetherflux Reservoir （れいきちょぞうき） ","(４)","アーティファクト ","あなたが呪文を１つ唱えるたび、このターンにあなたが唱えた呪文１つにつき１点のライフを得る。５０点のライフを支払う：クリーチャー１体かプレイヤー１人を対象とする。霊気貯蔵器はそれに５０点のダメージを与える。","Whenever you cast a spell, you gain 1 life for each spell you've cast this turn.Pay 50 life: Aetherflux Reservoir deals 50 damage to target creature or player.",-,-,,"Cliff Childs","レア, カラデシュ (192/264) ",-
"霊気池の驚異/Aetherworks Marvel （れいきちのきょうい） ","(４)","伝説のアーティファクト ","あなたがコントロールするパーマネントが１つ墓地に置かれるたび、あなたは(Ｅ)（エネルギー・カウンター１個）を得る。(Ｔ),(Ｅ)(Ｅ)(Ｅ)(Ｅ)(Ｅ)(Ｅ)を支払う：あなたのライブラリーの一番上からカードを６枚見る。あなたはその中からカード１枚を、そのマナ・コストを支払うことなく唱えてもよい。残りをあなたのライブラリーの一番下に無作為の順番で置く。","Whenever a permanent you control is put into a graveyard, you get {E} (an energy counter).{T}, Pay {E}{E}{E}{E}{E}{E}: Look at the top six cards of your library. You may cast a card from among them without paying its mana cost. Put the rest on the bottom of your library in a random order.",-,-,,"James Paick","神話レア, カラデシュ (193/264) ",-
"活性機構/Animation Module （かっせいきこう） ","(１)","アーティファクト ","あなたがコントロールするパーマネント１つの上に+1/+1カウンターが１個以上置かれるたび、あなたは(１)を支払ってもよい。そうしたなら、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを１体生成する。(３),(Ｔ)：パーマネント１つかプレイヤー１人を対象とし、そのパーマネントの上に置かれているかそのプレイヤーが持つカウンター１個を選ぶ。それと同じ種類のカウンターを１個、そのパーマネントの上に置くか、そのプレイヤーに与える。","Whenever one or more +1/+1 counters are placed on a permanent you control, you may pay {1}. If you do, create a 1/1 colorless Servo artifact creature token.{3}, {T}: Choose a counter on target permanent or player. Give that permanent or player another counter of that kind.",-,-,,"Aaron Miller","レア, カラデシュ (194/264) ",-
"アラダラ急行/Aradara Express （あらだらきゅうこう） ","(５)","アーティファクト — 機体(Vehicle) ","威迫搭乗４（あなたがコントロールする望む数のクリーチャーを、パワーの合計が４以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","MenaceCrew 4 （Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.）",8/6,-,,"Adam Paquette","コモン, カラデシュ (195/264) ",-
"バリスタ突撃車/Ballista Charger （ばりすたとつげきしゃ） ","(５)","アーティファクト — 機体(Vehicle) ","バリスタ突撃車が攻撃するたび、クリーチャー１体かプレイヤー１人を対象とする。バリスタ突撃車はそれに１点のダメージを与える。搭乗３（あなたがコントロールする望む数のクリーチャーを、パワーの合計が３以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","Whenever Ballista Charger attacks, it deals 1 damage to target creature or player.Crew 3 （Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.）",6/6,-,,"Sung Choi","アンコモン, カラデシュ (196/264) ",-
"砦のマストドン/Bastion Mastodon （とりでのますとどん） ","(５)","アーティファクト・クリーチャー — 象(Elephant) ","(白)：ターン終了時まで、砦のマストドンは警戒を得る。","{W}: Bastion Mastodon gains vigilance until end of turn.",4/5,-,,"Victor Adame Minguez","コモン, カラデシュ (197/264) ",-
"ボーマットのバザール船/Bomat Bazaar Barge （ぼーまっとのばざーるせん） ","(４)","アーティファクト — 機体(Vehicle) ","ボーマットのバザール船が戦場に出たとき、カードを１枚引く。搭乗３（あなたがコントロールする望む数のクリーチャーを、パワーの合計が３以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","When Bomat Bazaar Barge enters the battlefield, draw a card.Crew 3 （Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.）",5/5,-,,"Christine Choi","アンコモン, カラデシュ (198/264) ",-
"ボーマットの急使/Bomat Courier （ぼーまっとのきゅうし） ","(１)","アーティファクト・クリーチャー — 構築物(Construct) ","速攻ボーマットの急使が攻撃するたび、あなたのライブラリーの一番上のカードを裏向きに追放する。（あなたはそれを見ることができない。）(赤),あなたの手札を捨てる,ボーマットの急使を生け贄に捧げる：ボーマットの急使により追放されたすべてのカードをオーナーの手札に加える。","HasteWhenever Bomat Courier attacks, exile the top card of your library face down. （You can't look at it.）{R}, Discard your hand, Sacrifice Bomat Courier: Put all cards exiled with Bomat Courier into their owners' hands.",1/1,-,,"Craig J Spearing","レア, カラデシュ (199/264) ",-
"鋳造所の隊長/Chief of the Foundry （ちゅうぞうしょのたいちょう） ","(３)","アーティファクト・クリーチャー — 構築物(Construct) ","あなたがコントロールする他のアーティファクト・クリーチャーは+1/+1の修整を受ける。","Other artifact creatures you control get +1/+1.",2/3,-,,"Daniel Ljunggren","アンコモン, カラデシュ (200/264) ","KLD ORI "
"歯車工の組細工/Cogworker's Puzzleknot （はぐるまこうのくみざいく） ","(２)","アーティファクト ","歯車工の組細工が戦場に出たとき、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを１体生成する。(１)(白),歯車工の組細工を生け贄に捧げる：無色の1/1の霊気装置アーティファクト・クリーチャー・トークンを１体生成する。","When Cogworker's Puzzleknot enters the battlefield, create a 1/1 colorless Servo artifact creature token.{1}{W}, Sacrifice Cogworker's Puzzleknot: Create a 1/1 colorless Servo artifact creature token.",-,-,,"Cliff Childs","コモン, カラデシュ (201/264) ",-
"領事府の空船口/Consulate Skygate （りょうじふのくうせんぐち） ","(２)","アーティファクト・クリーチャー — 壁(Wall) ","防衛到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）","DefenderReach （This creature can block creatures with flying.）",0/4,-,,"John Avon","コモン, カラデシュ (202/264) ",-
"耕作者の荷馬車/Cultivator's Caravan （こうさくしゃのにばしゃ） ","(３)","アーティファクト — 機体(Vehicle) ","(Ｔ)：あなたのマナ・プールに、好きな色１色のマナ１点を加える。搭乗３（あなたがコントロールする望む数のクリーチャーを、パワーの合計が３以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","{T}: Add one mana of any color to your mana pool.Crew 3 （Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.）",5/5,-,,"Mark Zug","レア, カラデシュ (203/264) ",-
"行き詰まりの罠/Deadlock Trap （いきづまりのわな） ","(３)","アーティファクト ","行き詰まりの罠はタップ状態で戦場に出る。行き詰まりの罠が戦場に出たとき、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。(Ｔ),(Ｅ)を支払う：クリーチャー１体かプレインズウォーカー１体を対象とし、それをタップする。このターン、それの起動型能力は起動できない。","Deadlock Trap enters the battlefield tapped.When Deadlock Trap enters the battlefield, you get {E}{E} (two energy counters).{T}, Pay {E}: Tap target creature or planeswalker. Its activated abilities can't be activated this turn.",-,-,,"Jason Rainville","レア, カラデシュ (204/264) ",-
"抽出機構/Decoction Module （ちゅうしゅつきこう） ","(２)","アーティファクト ","クリーチャーが１体あなたのコントロール下で戦場に出るたび、あなたは(Ｅ)（エネルギー・カウンター１個）を得る。(４),(Ｔ)：あなたがコントロールしているクリーチャー１体を対象とし、それをオーナーの手札に戻す。","Whenever a creature enters the battlefield under your control, you get {E} (an energy counter).{4}, {T}: Return target creature you control to its owner's hand.",-,-,,"Aaron Miller","アンコモン, カラデシュ (205/264) ",-
"破砕踏歩機/Demolition Stomper （はさいとうほき） ","(６)","アーティファクト — 機体(Vehicle) ","破砕踏歩機は、パワーが２以下のクリーチャーによってはブロックされない。搭乗５（あなたがコントロールする望む数のクリーチャーを、パワーの合計が５以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","Demolition Stomper can't be blocked by creatures with power 2 or less.Crew 5 （Tap any number of creatures you control with total power 5 or more: This Vehicle becomes an artifact creature until end of turn.）",10/7,-,,"James Paick","アンコモン, カラデシュ (206/264) ",-
"ダッカラの孔雀/Dukhara Peafowl （だっからのくじゃく） ","(４)","アーティファクト・クリーチャー — 鳥(Bird) ","(青)：ターン終了時まで、ダッカラの孔雀は飛行を得る。","{U}: Dukhara Peafowl gains flying until end of turn.",2/4,-,,"Craig J Spearing","コモン, カラデシュ (207/264) ",-
"電招の塔/Dynavolt Tower （でんしょうのとう） ","(３)","アーティファクト ","あなたがインスタント呪文化ソーサリー呪文を１つ唱えるたび、あなたは(Ｅ)(Ｅ)（エネルギー・カウンター２個）を得る。(Ｔ),(Ｅ)(Ｅ)(Ｅ)(Ｅ)(Ｅ)を支払う：クリーチャー１体かプレイヤー１人を対象とする。電招の塔はそれに３点のダメージを与える。","Whenever you cast an instant or sorcery spell, you get {E}{E} (two energy counters).{T}, Pay {E}{E}{E}{E}{E}: Dynavolt Tower deals 3 damage to target creature or player.",-,-,,"Titus Lunter","レア, カラデシュ (208/264) ",-
"歓待する構築物/Eager Construct （かんたいするこうちくぶつ） ","(２)","アーティファクト・クリーチャー — 構築物(Construct) ","歓待する構築物が戦場に出たとき、各プレイヤーはそれぞれ占術１を行ってもよい。（占術１を行うとは、「あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。」ということである。）","When Eager Construct enters the battlefield, each player may scry 1. （To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.）",2/2,-,,"Craig J Spearing","コモン, カラデシュ (209/264) ",-
"静電気式打撃体/Electrostatic Pummeler （せんでんきしきだげきたい） ","(３)","アーティファクト・クリーチャー — 構築物(Construct) ","静電気式打撃体が戦場に出たとき、あなたは(Ｅ)(Ｅ)(Ｅ)（エネルギー・カウンター３個）を得る。(Ｅ)(Ｅ)(Ｅ)を支払う：ターン終了時まで、静電気式打撃体は+X/+Xの修整を受ける。Ｘはそれのパワーに等しい。","When Electrostatic Pummeler enters the battlefield, you get {E}{E}{E} (three energy counters).Pay {E}{E}{E}: Electrostatic Pummeler gets +X/+X until end of turn, where X is its power.",1/1,-,,"Slawomir Maniak","レア, カラデシュ (210/264) ",-
"製造機構/Fabrication Module （せいぞうきこう） ","(３)","アーティファクト ","あなたが(Ｅ)（エネルギー・カウンター）を１つ以上得るたび、あなたがコントロールするクリーチャー１体を対象とし、それの上に+1/+1カウンターを１個置く。(４),(Ｔ)：あなたは(Ｅ)を得る。","Whenever you get one or more {E} (energy counters), put a +1/+1 counter on target creature you control.{4}, {T}: You get {E}.",-,-,,"Aaron Miller","アンコモン, カラデシュ (211/264) ",-
"金線の使い魔/Filigree Familiar （きんせんのつかいま） ","(３)","アーティファクト・クリーチャー — 狐(Fox) ","金線の使い魔が戦場に出たとき、あなたは２点のライフを得る。金線の使い魔が死亡したとき、カードを１枚引く。","When Filigree Familiar enters the battlefield, you gain 2 life.When Filigree Familiar dies, draw a card.",2/2,-,,Izzy,"アンコモン, カラデシュ (212/264) ",-
"炎鍛冶の組細工/Fireforger's Puzzleknot （ほのおかじのくみざいく） ","(２)","アーティファクト ","炎鍛冶の組細工が戦場に出たとき、クリーチャー１体かプレイヤー１人を対象とする。炎鍛冶の組細工はそれに１点のダメージを与える。(２)(赤),炎鍛冶の組細工を生け贄に捧げる：クリーチャー１体かプレイヤー１人を対象とする。炎鍛冶の組細工はそれに１点のダメージを与える。","When Fireforger's Puzzleknot enters the battlefield, it deals 1 damage to target creature or player.{2}{R}, Sacrifice Fireforger's Puzzleknot: It deals 1 damage to target creature or player.",-,-,,"Zezhou Chen","コモン, カラデシュ (213/264) ",-
"高速警備車/Fleetwheel Cruiser （こうそくけいびしゃ） ","(４)","アーティファクト — 機体(Vehicle) ","トランプル、速攻高速警備車が戦場に出たとき、ターン終了時まで、これはアーティファクト・クリーチャーになる。搭乗２（あなたがコントロールする望む数のクリーチャーを、パワーの合計が２以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","Trample, hasteWhen Fleetwheel Cruiser enters the battlefield, it becomes an artifact creature until end of turn.Crew 2 （Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.）",5/3,-,,"Sung Choi","レア, カラデシュ (214/264) ",-
"鋳造所の検査官/Foundry Inspector （ちゅうぞうしょのけんさかん） ","(３)","アーティファクト・クリーチャー — 構築物(Construct) ","あなたがアーティファクト呪文を唱えるためのコストは(１)少なくなる。","Artifact spells you cast cost {1} less to cast.",3/2,-,,"Jason A. Engle","アンコモン, カラデシュ (215/264) ",-
"ギラプールの宇宙儀/Ghirapur Orrery （ぎらぷーるのうちゅうぎ） ","(４)","アーティファクト ","各プレイヤーは、自分の各ターンに追加の土地を１つプレイしてもよい。各プレイヤーのアップキープの開始時に、そのプレイヤーの手札にカードが無い場合、そのプレイヤーはカードを３枚引く。","Each player may play an additional land on each of his or her turns.At the beginning of each player's upkeep, if that player has no cards in hand, that player draws three cards.",-,-,,"Kirsten Zirngibl","レア, カラデシュ (216/264) ",-
"ガラス吹き工の組細工/Glassblower's Puzzleknot （がらすふきこうのくみざいく） ","(２)","アーティファクト ","ガラス吹き工の組細工が戦場に出たとき、占術２を行い、その後あなたは(Ｅ)(Ｅ)を得る。（あなたはエネルギー・カウンター２個を得る。あなたのライブラリーの一番上から２枚のカードを見て、そのうちの望む枚数のカードを望む順番であなたのライブラリーの一番下に置き、残りを望む順番で一番上に置く。）(２)(青),ガラス吹き工の組細工を生け贄に捧げる：占術２を行い、その後あなたは(Ｅ)(Ｅ)を得る。","When Glassblower's Puzzleknot enters the battlefield, scry 2, then you get {E}{E}. （You get two energy counters. To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.）{2}{U}, Sacrifice Glassblower's Puzzleknot: Scry 2, then you get {E}{E}.",-,-,,"Kieran Yanner","コモン, カラデシュ (217/264) ",-
"発明者のゴーグル/Inventor's Goggles （はつめいしゃのごーぐる） ","(１)","アーティファクト — 装備品(Equipment) ","装備しているクリーチャーは+1/+2の修整を受ける。工匠(Artificer)が１体あなたのコントロール下で戦場に出るたび、あなたは発明者のゴーグルをそれにつけてもよい。装備(２)（(２)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）","Equipped creature gets +1/+2.Whenever an Artificer enters the battlefield under your control, you may attach Inventor's Goggles to it.Equip {2} （{2}: Attach to target creature you control. Equip only as a sorcery.）",-,-,,"Jason Felix","コモン, カラデシュ (218/264) ",-
"鉄華会の馬/Iron League Steed （てっかかいのうま） ","(４)","アーティファクト・クリーチャー — 構築物(Construct) ","速攻製造１（このクリーチャーが戦場に出たとき、これの上に+1/+1カウンターを１個置くか、無色の1/1の霊気装置(Servo)アーティファクト・クリーチャー・トークンを１体生成する。）","HasteFabricate 1 （When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.）",2/2,-,,"Darek Zabrocki","アンコモン, カラデシュ (219/264) ",-
"街の鍵/Key to the City （まちのかぎ） ","(２)","アーティファクト ","(Ｔ),カード１枚を捨てる：クリーチャーを最大１体対象とする。このターン、それはブロックされない。街の鍵がアンタップ状態になるたび、あなたは(２)を支払ってもよい。そうしたなら、カードを１枚引く。","{T}, Discard a card: Up to one target creature can't be blocked this turn.Whenever Key to the City becomes untapped, you may pay {2}. If you do, draw a card.",-,-,,"Sean Murray","レア, カラデシュ (220/264) ",-
"金属紡績工の組細工/Metalspinner's Puzzleknot （きんぞくぼうせきこうのくみざいく） ","(２)","アーティファクト ","金属紡績工の組細工が戦場に出たとき、あなたはカードを１枚引き、あなたは１点のライフを失う。(２)(黒),金属紡績工の組細工を生け贄に捧げる：あなたはカードを１枚引き、あなたは１点のライフを失う。","When Metalspinner's Puzzleknot enters the battlefield, you draw a card and you lose 1 life.{2}{B}, Sacrifice Metalspinner's Puzzleknot: You draw a card and you lose 1 life.",-,-,,"Vincent Proce","コモン, カラデシュ (221/264) ",-
"金属製の巨像/Metalwork Colossus （きんぞくせいのきょぞう） ","(１１)","アーティファクト・クリーチャー — 構築物(Construct) ","金属製の巨像を唱えるためのコストは(Ｘ)少なくなる。Ｘはあなたがコントロールするクリーチャーでないアーティファクトの点数で見たマナ・コストの合計に等しい。アーティファクトを２つ生け贄に捧げる：あなたの墓地から金属製の巨像をあなたの手札に戻す。","Metalwork Colossus costs {X} less to cast, where X is the total converted mana cost of noncreature artifacts you control.Sacrifice two artifacts: Return Metalwork Colossus from your graveyard to your hand.",10/10,-,,"Jaime Jones","レア, カラデシュ (222/264) ",-
"多用途な逸品/Multiform Wonder （たようとないっぴん） ","(５)","アーティファクト・クリーチャー — 構築物(Construct) ","多用途な逸品が戦場に出たとき、あなたは(Ｅ)(Ｅ)(Ｅ)（エネルギー・カウンター３個）を得る。(Ｅ)を支払う：ターン終了時まで、多用途な逸品は飛行か警戒か絆魂のうち、あなたが選んだ１つを得る。(Ｅ)を支払う：ターン終了時まで、多用途な逸品は+2/-2か-2/+2の修整を受ける。","When Multiform Wonder enters the battlefield, you get {E}{E}{E} (three energy counters).Pay {E}: Multiform Wonder gains your choice of flying, vigilance, or lifelink until end of turn.Pay {E}: Multiform Wonder gets +2/-2 or -2/+2 until end of turn.",3/3,-,,Daarken,"レア, カラデシュ (223/264) ",-
"ナーナムのコブラ/Narnam Cobra （なーなむのこぶら） ","(２)","アーティファクト・クリーチャー — 蛇(Snake) ","(緑)：ターン終了時まで、ナーナムのコブラは接死を得る。（これが何らかのダメージをクリーチャーに与えた場合、それだけで破壊される。）","{G}: Narnam Cobra gains deathtouch until end of turn. （Any amount of damage it deals to a creature is enough to destroy it.）",2/1,-,,"Christopher Burdett","コモン, カラデシュ (224/264) ",-
"楕円競走車/Ovalchase Dragster （だえんきょうそうしゃ） ","(４)","アーティファクト — 機体(Vehicle) ","トランプル、速攻搭乗１（あなたがコントロールする望む数のクリーチャーを、パワーの合計が１以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","Trample, hasteCrew 1 （Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.）",6/1,-,,"Victor Adame Minguez","アンコモン, カラデシュ (225/264) ",-
"パンハモニコン/Panharmonicon （ぱんはもにこん） ","(４)","アーティファクト ","アーティファクト１つかクリーチャー１体が戦場に出たことによりあなたがコントロールするパーマネントの誘発型能力が誘発するなら、その能力は追加でもう１回誘発する。","If an artifact or creature entering the battlefield causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.",-,-,,"Volkan Baga","レア, カラデシュ (226/264) ",-
"終わりなき時計/Perpetual Timepiece （おわりなきとけい） ","(２)","アーティファクト ","(Ｔ)：あなたのライブラリーの一番上からカードを２枚あなたの墓地に置く。(２),終わりなき時計を追放する：あなたの墓地から望む枚数のカードを対象とし、それらをあなたのライブラリーに加えて切り直す。","{T}: Put the top two cards of your library into your graveyard.{2}, Exile Perpetual Timepiece: Shuffle any number of target cards from your graveyard into your library.",-,-,,"Cliff Childs","アンコモン, カラデシュ (227/264) ",-
"プラカタの柱行虫/Prakhata Pillar-Bug （ぷらかたのちゅうこうちゅう） ","(３)","アーティファクト・クリーチャー — 昆虫(Insect) ","(黒)：ターン終了時まで、プラカタの柱行虫は絆魂を得る。（このクリーチャーがダメージを与える場合、さらにあなたは同じ点数のライフを得る。）","{B}: Prakhata Pillar-Bug gains lifelink until end of turn. （Damage dealt by this creature also causes you to gain that much life.）",2/3,-,,"Jason Felix","コモン, カラデシュ (228/264) ",-
